Country,2008,2009,2010,2011,2012,2013,2014,2015
Albania,7.784652778,7.865989512,7.767881944,7.782857143,7.685714286,7.433352391,7.606486772,7.780778529
Algeria,5.077841007,5.072310975,5.138906676,5.335622205,5.237456712,5.129421312,5.097414355,5.253176849
Angola,4.988663821,4.985470094,4.929078537,5.302862234,6.158389667,6.482318238,5.603193589,5.71976199
Argentina,8.291011905,8.228823041,8.319714286,8.251757937,8.221845238,8.232192183,8.16529357,8.045076544
Armenia,7.338406762,7.41132282,7.431138583,7.361361798,7.327341492,7.085180931,7.089122211,7.1147394
Australia,9.303452381,9.302282171,9.286853175,9.216876984,9.188503968,9.205431258,9.274705266,9.215131248
Austria,9.096277778,9.09268196,9.089527778,9.214027778,9.314238095,9.351349206,9.419094109,9.380462145
Azerbaijan,6.519924344,6.348637241,6.563432153,6.03010069,5.947316333,5.886954692,5.843770432,5.825418799
Bahamas,7.727921806,7.58300947,7.477470417,7.526081528,7.435208167,7.417750468,7.42216083,7.502982563
Bahrain,6.69548158,6.675594983,6.254899024,6.095842238,5.84436208,5.808487055,5.839697896,6.001418351
Bangladesh,5.542658033,5.555134741,5.56396222,5.592730603,5.450384427,5.283197241,5.573027782,5.517423384
Barbados,8.111471667,8.17926702,8.029318889,8.029388333,8.050980833,7.331536389,7.255159549,7.196709179
Belgium,9.112234127,9.149013891,9.140373016,9.121384921,9.091555404,9.11290873,9.124382638,9.185679263
Belize,7.350668389,7.359348944,7.379314222,7.395807278,7.225155444,6.368879859,6.254651738,6.365417383
Benin,6.896941984,6.844961914,6.685188016,7.11713246,7.049486127,7.306628984,7.458623616,7.4549325
Bhutan,-,-,-,-,-,6.867004944,6.890391191,6.621925263
Bolivia,7.338654762,7.505254694,7.428206349,7.657961498,7.616368823,7.514642857,7.639340364,7.132318741
"Bosnia and Herzegovina",8.003359597,8.228340055,8.204766079,8.009715124,7.90656746,7.903638889,7.897283466,7.932792503
Botswana,6.670384921,6.804055895,6.666527778,6.397103175,6.263623016,6.285595238,6.333985821,6.872294445
Brazil,7.759595238,7.795065472,7.805383718,7.680225879,7.442131208,7.385594829,7.36710645,6.887994557
Brunei,-,-,6.457970917,6.687832028,6.631905528,7.087461083,7.087695629,6.079830934
Bulgaria,8.445702381,8.464486549,8.490507937,8.36990873,8.280431986,8.296912698,8.343160585,8.262125309
"Burkina Faso",7.295718254,7.391188598,7.303996032,7.289813492,7.184309121,7.397571429,7.561641205,7.413568475
Burundi,6.151062513,6.811656978,6.116609666,5.992858104,5.957913616,6.301204873,6.422738769,4.468968791
Cambodia,-,-,7.534079365,7.32231804,7.149276221,7.034722391,6.768997168,7.259204774
Cameroon,5.6847296,5.864456354,5.611200492,6.003878187,6.010238095,6.080297619,6.116566339,4.951089465
Canada,9.278246233,9.164868602,9.286369048,9.283035714,9.21343254,9.22839786,9.190298599,9.130116289
"Cape Verde",-,-,8.214146583,8.095952139,8.218317694,8.010713528,8.551112345,8.351396105
"Central African Republic",6.068546467,5.833786574,5.72492308,5.136941038,5.030337614,5.174708381,4.943324727,5.694637194
Chad,5.665790377,5.551198129,5.789277025,5.694087012,5.587016929,5.602889944,5.637720626,5.498239176
Chile,8.204146825,8.182023901,8.19075889,8.2166844,8.162369048,8.176014644,8.174118258,8.231656573
China,5.588093171,5.430739461,5.42901144,5.633008875,5.51710558,5.539821893,5.551040317,5.618413196
Colombia,6.931637787,6.899175395,6.998706835,6.541714206,5.985389132,6.45550414,6.481080685,6.901523959
"Congo (Kinshasa)",5.539712084,5.942305075,5.538142982,4.354976702,4.135666304,4.213483286,4.790889502,4.82696844
"Congo (Brazzaville)",6.481208095,6.524909031,6.593271587,6.214858889,6.196259524,6.748494928,6.805323414,6.652387126
"Costa Rica",8.304516833,8.27524145,8.093822389,8.261309492,8.244232865,8.165510643,8.306566893,8.257482151
"Ivory Coast",5.832689109,5.878668836,5.764017651,6.014261008,6.213599495,6.67039827,6.783401676,6.87615326
Croatia,8.081145833,8.409429808,8.149409722,8.483444444,8.427055556,8.42930614,8.564641008,8.483146733
Cyprus,8.992368619,8.963294107,8.985424175,8.652646397,8.50725223,8.594828516,8.797675393,8.639062301
"Czech Republic",9.157834867,9.177684737,9.119019841,9.060825397,9.064761905,9.061011905,9.117058216,8.958433301
Denmark,9.514754725,9.509470466,9.509946768,9.5016472,9.513321429,9.541026448,9.48403147,9.358081743
"Dominican Republic",6.990269841,7.010127189,6.94368254,6.951720731,7.016527778,7.02843254,7.220429449,6.781106942
Ecuador,7.452267088,7.36083553,7.446071429,7.524186508,7.38078411,7.461289683,7.654102712,7.480297174
Egypt,5.471175803,5.375788978,5.423364988,5.224056487,5.035073881,4.538103011,4.68289327,3.855010518
"El Salvador",7.268472222,7.267534722,7.228298611,6.805039683,7.166301587,7.195218254,7.240642312,7.048146363
Estonia,9.061150794,9.070445067,9.083789683,8.918095238,8.92781746,8.934761905,8.976280637,9.012851501
Ethiopia,5.243406664,5.19139003,5.239121167,5.46066039,4.993218932,5.687668529,5.696615774,5.246998381
Fiji,7.720474222,7.564159374,7.299293667,7.299363111,7.292005333,7.222908111,7.452175965,7.676077849
Finland,9.5148171,9.443384789,9.519972222,9.471805556,9.43931746,9.451095238,9.444737481,9.404396465
France,9.00573219,9.05162623,8.821130952,8.7756752,8.724351012,8.782952734,8.814955732,8.74201324
Gabon,5.913174214,6.086392677,6.034563103,6.166209929,6.098900972,6.127750179,6.04411302,5.275668471
Gambia,-,-,5.56341348,6.179429419,6.066203916,5.894801542,5.864087909,5.46209205
Georgia,7.549032417,8.126959246,8.142654085,7.470259441,7.33143805,7.61924921,7.762201215,7.73767967
Germany,9.159924761,9.212851743,9.136628968,9.281748016,9.246577381,9.261494048,9.34015926,9.215403609
Ghana,7.476845238,7.633698072,7.454206349,7.530912698,7.513720238,7.775775794,8.067021015,7.674376154
Greece,8.788789644,8.735210531,8.638514821,8.719068721,8.496527359,8.07896417,8.098191665,8.062802583
Guatemala,7.314702381,7.186535714,7.261329365,5.913199039,5.92534576,6.650701283,6.738193739,6.52255759
Guinea,-,-,-,-,-,5.904331253,5.449536114,5.456008566
"Guinea Bissau",6.646115167,6.415951368,6.400177667,6.320316556,6.016289677,6.293344,6.739664748,6.9132219
Guyana,6.98187073,7.280149063,7.226348694,7.883501472,7.761195556,7.444008056,6.556531585,6.604002446
Haiti,7.083328996,7.036721638,6.989221853,7.082872647,6.940871437,7.186188897,7.370395361,7.135506456
Honduras,6.698747413,6.686667981,6.46407281,6.045136098,5.846561067,6.034751544,6.014707904,6.275803828
"Hong Kong",9.081613483,9.108030072,9.071178571,9.098287698,9.06556746,8.998650794,9.073420448,8.792504875
Hungary,8.913519841,8.846900441,8.892956349,8.72431746,8.538960317,8.548166667,8.640252034,8.186017416
Iceland,9.225041417,9.32841213,9.194451139,9.325509671,9.298973976,9.283962071,9.290263862,9.00661752
India,6.615872877,6.554239546,6.629610199,7.332461529,7.243447534,6.994999461,6.912497474,6.462185103
Indonesia,7.143660714,7.222621449,7.104078236,7.067474099,6.976830316,6.92540818,6.887639707,6.669591902
Iran,4.845516605,4.535806216,4.457820507,4.019174649,3.883378943,4.018364509,4.062593294,4.348034297
Ireland,9.133372726,9.111465401,8.968831488,9.133894972,9.065975516,9.067709566,9.100517633,9.17123557
Israel,7.613077823,7.812689514,8.512023893,7.910655525,7.829467365,7.814821596,7.422477679,7.870429642
Italy,8.855277778,8.844384089,8.826966889,8.818084657,8.80006674,8.830299577,8.825489249,8.739710895
Jamaica,7.286041667,6.803125,7.224409722,7.023890873,7.006628968,7.118335317,7.235497816,7.147922875
Japan,8.809769841,8.822886911,8.780269841,8.878642857,8.86415873,8.781202381,8.862272864,8.92771395
Jordan,5.871222222,6.190979579,5.854971559,6.164456349,6.184244179,5.875130043,5.97298683,6.213327499
Kazakhstan,6.853128968,6.79139783,6.8700906,6.329624531,6.323332498,6.137444444,6.206427273,6.493074898
Kenya,6.533416835,6.443303624,6.504091945,6.548861959,6.047974206,6.440328028,6.453829234,6.240315973
"South Korea",8.873222222,8.89134979,8.867440476,8.648539683,8.678452381,8.608714286,8.651864583,8.790752085
Kuwait,6.151346488,6.231808439,6.248113659,6.274743313,6.146528175,6.056498169,5.857184275,5.696273537
Kyrgyzstan,6.777118056,6.911021885,6.177586414,6.186005856,6.145421254,5.962600415,6.17257436,6.214019578
Laos,-,-,-,-,-,-,6.293966214,5.977822763
Latvia,8.645996254,8.507705807,8.675712524,8.842488317,8.724905734,8.724310496,8.744841119,8.716331629
Lebanon,-,-,6.510922693,6.757779436,6.354817921,6.107638889,5.940998666,6.005508081
Lesotho,5.837220972,5.81874875,5.687220972,6.571595972,6.473314306,6.436335139,6.563230523,6.681226842
Liberia,-,-,-,-,-,-,6.229890311,6.367748519
Libya,-,-,-,-,-,4.972957167,4.522318972,3.792158935
Lithuania,8.594404365,8.590722067,8.678872619,8.762205952,8.717568226,8.708346004,8.766278429,8.752249966
Luxembourg,9.110123472,9.043643231,9.201720694,9.203873472,9.148592861,9.16748175,9.247576203,9.329301287
"Macedonia (F.Y.R.O.M.)",8.236907418,8.046563468,8.168472222,8.352951389,8.44339452,8.102019273,7.37250304,7.245846033
Madagascar,6.918789683,7.056881346,6.689742063,7.269702381,7.409153072,7.476051587,7.680821203,7.138378332
Malawi,7.272395833,7.391911143,7.268645833,7.467326389,7.181294643,7.08952381,7.406625916,7.455070828
Malaysia,6.220760004,6.479605516,6.221039766,6.379273893,6.148558947,6.004920986,5.832442118,6.021271093
Mali,6.540836701,6.606536487,6.76025372,6.503294918,5.878393191,6.139703627,6.259949587,5.882355126
Malta,9.098344857,9.12016364,9.099900413,9.07967819,8.924144079,8.911048841,8.913832664,8.953159325
Mauritania,5.904245891,5.736871016,5.948574401,5.999095208,5.957310829,5.505723528,5.289029885,5.751425483
Mauritius,8.473728151,8.253367781,8.432448769,8.560263865,8.547743687,8.32482702,8.135791065,7.725936739
Mexico,7.127512381,7.347676406,6.771420635,6.81294653,6.357731072,6.645474262,6.979721588,6.916305373
Moldova,7.482638889,7.750430213,7.193645833,7.425833333,7.430813492,7.375674603,7.521735085,6.995373936
Mongolia,7.48890873,7.387362857,7.510416667,7.889543651,7.850257937,7.898869048,7.93928752,7.574539934
Montenegro,8.147898806,8.253846006,8.208662694,8.148246028,8.078164,7.996532056,8.100754566,8.107284497
Morocco,6.233472222,6.152272629,6.254900794,6.354634789,6.276393078,6.111463703,6.150532002,6.178934344
Mozambique,6.102988575,6.238296593,6.085389369,6.611792147,6.466229837,6.709133969,7.269585031,6.848683603
"Burma (Myanmar)",5.59702181,6.246183191,5.571586005,4.595945033,4.447896825,4.638755083,4.99190725,5.674644193
Namibia,7.154960651,7.179228402,7.218107476,7.296571762,7.127156774,7.351490107,7.259645558,7.279163285
Nepal,7.540358852,7.455098033,7.567254386,7.503018213,7.287427098,7.343045914,7.260650427,7.302694087
Netherlands,9.171295635,9.468727686,9.179561508,9.196672619,9.147093254,9.168720238,9.274564339,9.366650955
"New Zealand",9.428829365,9.132117402,9.434702381,9.182698413,9.091210317,9.09875,9.123294047,9.248515447
Nicaragua,7.365071429,7.288084028,7.35875,6.598285714,6.497611111,6.657234127,6.58897687,6.157387491
Niger,6.959001629,7.109936757,7.196695437,6.718782247,6.579015408,6.14294798,6.144776586,5.729933332
Nigeria,6.049820811,5.908499665,5.65174994,4.984204455,4.875975202,5.057667993,5.263470563,5.451953216
Norway,9.569222222,9.58331505,9.574191248,9.350931609,9.494722222,9.501388889,9.549073121,9.469043483
Oman,5.755933504,5.457271171,5.330266837,5.770889853,5.706579687,5.735079687,5.69781595,5.598199959
Pakistan,4.751738356,4.867044723,4.789448236,5.014568976,4.855825953,4.776056328,4.989546078,5.210521044
Panama,7.637849206,7.63240339,7.460349206,7.596666667,7.771527778,7.772539683,7.880087262,7.714132593
"Papua New Guinea",6.908821278,6.941714581,6.936182389,6.273682389,6.190658556,6.810797444,6.866376405,7.109158282
Paraguay,7.28538318,6.903136954,7.301817949,7.251342925,7.320261158,7.176961464,7.120678105,6.992099017
Peru,7.267517657,7.548422925,7.450140756,7.63109127,7.616285922,7.399766093,7.376611314,7.435515654
Philippines,7.457190948,7.263836544,7.370333626,7.022694042,6.899206074,6.08757787,6.153675193,6.461041753
Poland,8.986456349,9.033441838,8.969190476,9.134329365,8.947027778,8.951539683,9.123973726,8.812372793
Portugal,9.006190476,8.85812022,9.01506746,9.016539683,8.96843254,8.957916667,9.104618354,9.090996756
Qatar,-,-,4.81967702,5.133543332,5.165341234,5.453730123,5.186640421,5.420750657
Romania,8.473428899,8.605801002,8.763662698,8.564980159,8.516051587,8.525178571,8.600487674,8.663553845
Russia,6.564597319,6.707753626,6.63469876,6.364893113,6.302182163,6.301802154,6.266976973,5.626724608
Rwanda,6.5674828,7.502444079,6.041183402,5.638712549,5.603461088,5.701571865,6.487536409,6.634511318
"Saudi Arabia",,-,4.459289918,4.345529954,4.289091552,4.256423159,4.229440627,4.501830675
Senegal,6.721425486,6.619729119,6.660893225,6.61523407,6.586679198,6.822566718,6.614985245,6.759478357
Serbia,7.907325397,7.8855329,7.732437244,7.481579365,7.462101733,7.541571429,7.502725578,7.852696776
Seychelles,-,-,-,-,-,7.3076295,8.336472971,8.009873817
"Sierra Leone",6.639479167,6.286326451,6.466041667,5.955039683,5.972579365,6.31327381,6.289071195,7.169353849
Singapore,7.129706568,7.796888275,7.42147619,7.179849206,7.131555556,7.310111111,7.294376172,7.862834588
Slovakia,8.879407087,8.676850158,8.803752325,8.826569786,8.77002477,8.771262865,8.756601007,8.760944626
Slovenia,8.649146825,8.721341994,8.631162698,8.910607143,8.947869048,8.951785714,8.977523501,9.022559108
"South Africa",6.841160714,6.948563492,6.834434524,7.303680556,7.217173071,7.148840456,7.197620294,7.502538065
Spain,8.849523139,8.879631078,9.185468254,8.785654762,8.669333333,8.609638817,8.619920674,8.774407142
"Sri Lanka",5.802198901,5.872570002,6.557010866,5.965555556,5.733665388,5.832094398,5.819719132,5.173283766
Suriname,-,-,7.927080722,7.805136278,7.698817444,7.675449389,7.424581942,7.91131124
Swaziland,-,-,5.595794917,5.214892139,5.157403444,5.582383867,5.962078328,6.528091272
Sweden,9.38109127,9.538097717,9.465454667,9.470384921,9.472488095,9.306321429,9.285542008,9.319052657
Switzerland,9.333932913,9.32572694,9.353432913,9.346685591,9.342904901,9.250266012,9.336711608,9.333753528
Syria,5.350041629,5.208713998,5.083893134,5.104758684,4.484104001,4.01369053,3.898468197,2.861937291
Taiwan,7.458423702,8.407807893,8.180696782,8.638809877,8.569822889,8.649393699,8.707693134,8.983282659
Tajikistan,-,-,7.532689588,6.818578432,6.737115311,6.625262254,7.13364356,5.930791377
Tanzania,6.361912973,6.630441043,6.364853175,6.549047619,6.416392685,6.462142857,6.463927851,6.268908411
Thailand,7.366557528,7.802096575,7.779812813,7.172163312,6.927544671,6.672873302,6.774786484,6.293378296
"Timor Leste",-,-,7.484252778,6.798141667,6.641614861,6.506198194,6.534942806,5.621894688
Togo,6.094781802,5.786889647,5.762988151,5.555071484,5.435429833,5.852402056,6.050079346,6.443883323
"Trinidad and Tobago",6.975366972,6.919811417,6.840401694,7.013735028,6.989158389,7.065859094,7.057789438,7.039934741
Tunisia,5.721402778,5.700294965,5.597388966,6.133868675,6.122309524,5.954879107,5.958319953,6.550519264
Turkey,6.631902931,7.102655501,7.17053414,7.441111925,7.23284759,7.357162529,7.178338335,6.713979032
Uganda,6.025998517,5.435569679,5.633365188,5.787193254,5.733043651,6.01501619,5.843462708,6.025139514
Ukraine,7.49151751,7.809306362,7.751011828,7.732940476,7.649896978,7.509788994,6.919706772,6.528312578
"United Arab Emirates",5.890865079,5.481797491,5.728920635,4.688503968,4.726767857,5.031003968,5.059181815,5.288402427
"United Kingdom",8.960991754,9.111429529,9.045996765,9.144759921,9.086238095,9.108535892,9.196581909,9.049820912
"United States",8.727661754,8.588319975,8.739322769,8.73754533,8.650048039,8.654100254,8.713311829,8.830423562
Uruguay,8.784095238,8.802191455,8.81827381,8.716051587,8.604789683,8.469623016,8.572389135,8.428370838
Venezuela,6.338645876,6.247038053,6.341515873,6.785078844,6.663995696,6.69040873,6.623384218,5.758420126
Vietnam,6.522099692,6.633810157,6.570017571,6.268732598,6.144209357,6.086921176,6.159933475,6.049537052
Yemen,-,-,4.739773139,3.735579566,3.817165876,3.799470519,3.483979433,3.016014992
Zambia,6.208849206,6.069704376,5.904809524,6.476059524,6.406793651,6.206309524,6.07386664,6.100286906
Zimbabwe,5.148380602,5.351888483,5.190650074,4.986626984,4.916626984,5.120688877,5.493096801,5.17463292
