Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,,,,,,,,,17.61206,,,,,
Albania,,,98.25227,97.7422,97.2321,96.7221,96.212,95.7019,95.1919,94.68181,95.0184,95.3549,95.69148,96.13607,,,,
Algeria,,,,60.07508,61.036,61.9969,62.9579,63.91879,65.7338,67.54875,,,,,,,,
Andorra,,,,,,,,,,,,,,,,,100,100
Angola,,,54.19449,54.1339,54.0734,54.0128,53.9523,53.8917,53.8311,53.7706,53.71,53.6495,53.5889,53.5283,53.4678,53.40721,,
"Antigua and Barbuda",,,99.42,,,,,,,,,,,,,,,
Argentina,,,97.19341,97.2603,97.3272,97.3941,97.461,97.5279,97.5948,97.6617,97.7286,97.7955,97.8624,97.9293,97.9962,98.0631,98.13,
Armenia,,,99.16107,99.214,99.2669,99.3199,99.3728,99.4257,99.4786,99.5316,99.5845,99.6374,99.69035,,,,,
Aruba,,97.07136,97.0362,97.001,96.9659,96.9307,96.8956,96.8604,96.8253,96.7901,96.7549,96.71978,,,,,,
Azerbaijan,98.17478,98.3277,98.4806,98.6334,98.7863,98.9392,99.0921,99.245,99.39788,99.54,99.68215,99.69263,99.70496,99.70286,99.71682,99.71966,99.71714,99.71955
Bahrain,,,83.55742,84.4524,85.3475,86.2425,87.1375,88.0325,88.9275,89.8225,90.7176,91.61258,,,,,,
Bangladesh,,,40.82335,41.3096,41.7959,42.2821,42.7684,43.2546,43.74085,44.4914,45.242,45.9926,46.74321,51.374,56.0048,60.6356,65.2664,69.89721
Belarus,99.41972,99.4271,99.4346,99.442,99.4494,99.4569,99.4643,99.4717,99.4791,99.4866,99.49399,,,,,,,
Benin,,,,23.30014,22.0858,20.8715,19.6572,18.44291,19.0514,19.6599,20.2684,20.8769,21.4854,22.09388,,,,
Bhutan,,,,,,,38.68066,40.0144,41.3481,42.6818,44.0155,45.3492,46.6829,48.01656,,,,
Bolivia,,,80.65438,81.543,82.4316,83.3202,84.2088,85.0973,85.98594,86.83175,86.82146,87.4508,88.0802,91.87327,90.7765,89.6797,88.58286,
"Bosnia and Herzegovina",,94.35994,94.5821,94.8043,95.0264,95.2486,95.4707,95.6929,95.9151,96.1372,96.3594,96.5815,96.80371,95.8571,94.91049,,,
Botswana,,,,,81.80795,,,,,,,,,,,,,
Brazil,,86.50005,87.0766,87.6531,88.2296,88.80613,89.3309,89.85559,90.22801,90.21955,90.41122,90.6817,91.63315,91.6249,91.76496,92.06052,,
Brunei,,,90.16155,90.6106,91.0597,91.5088,91.9579,92.407,92.8561,93.3052,93.7543,94.2034,94.65248,,,,,
Bulgaria,,,97.70649,97.7342,97.762,97.7897,97.8175,97.8452,97.8729,97.9007,97.9284,97.9562,97.9839,,,,,
"Burkina Faso",,,,,15.18877,15.9055,16.62224,16.29113,21.57957,22.2425,22.9055,23.5684,24.2314,24.8943,25.5573,26.22025,,
Burundi,,52.23776,51.1027,49.9676,48.8325,47.6975,46.5624,45.4273,44.2923,43.15719,45.0748,46.9925,48.9101,50.8278,52.7454,54.66303,,
"Cape Verde",,,,,,,,,,,,,,80.49622,81.0116,81.5269,82.04222,
Cambodia,,,,,,64.05099,65.7528,67.4546,69.1564,70.8582,65.93125,,,,,,,
Cameroon,,58.72176,59.3361,59.9504,60.5647,61.1791,61.7934,62.4077,63.02206,63.6145,64.207,64.7995,,,,,,
"Cayman Islands",,,,,,,,,99.02148,,,,,,,,,
"Central African Republic",,35.2909,34.1974,33.1038,32.0103,30.9167,29.8232,28.7297,27.6361,26.5426,25.449,24.35549,,,,,,
Chad,,12.79642,14.0925,15.3885,16.6845,17.98058,17.6127,17.2447,16.8768,16.5089,16.141,15.773,15.4051,15.0372,14.6693,14.3013,13.93341,13.95523
Chile,,,,95.64093,96.15,96.6591,97.1683,97.6774,98.1865,98.69557,98.49128,97.511,96.53071,96.3462,96.16175,,,
China,,86.5266,87.1451,87.7635,88.382,89.0005,89.6189,90.2374,90.8558,91.4743,92.0928,92.71123,,,,,,
Colombia,,,,,,92.71463,92.91125,92.2206,92.84562,93.43537,93.41513,93.48679,93.66713,93.9396,94.2122,94.48466,94.41582,
Comoros,,63.45902,61.7239,59.9887,58.2536,56.5184,54.7833,53.0482,51.313,49.5779,47.8427,46.1076,44.3724,42.63729,,,,
"Congo (Kinshasa)",,,54.0609,52.7348,51.4087,50.0826,48.7565,47.4304,46.10425,49.4671,52.83,56.1929,59.5558,62.91864,63.814,64.7093,65.6046,66.49998
"Congo (Brazzaville)",,,,,,,,,,,,,72.87706,,,,,
"Costa Rica",,95.08079,95.3008,95.5207,95.7407,95.9607,96.1806,96.4006,96.6205,96.8405,97.0605,97.2804,97.50041,,,,,
"Ivory Coast",,38.61451,37.9351,37.2557,36.5763,35.8969,35.2175,34.5381,33.8587,33.1793,32.4999,31.8205,31.1411,30.46172,33.623,36.78425,,
Croatia,,,97.0839,97.2421,97.4003,97.5585,97.7167,97.8749,98.0331,98.1913,98.3495,98.5077,98.66591,,,,,
Cuba,,,,99.79092,99.7918,99.7927,99.7936,99.7945,99.7954,99.7963,99.7972,99.7981,99.799,99.79988,,,,
Cyprus,,,95.07966,95.3833,95.687,95.9906,96.2943,96.5979,96.9016,97.2053,97.5089,97.8126,98.11623,,,,,
"Dominican Republic",,,,87.17709,87.3971,87.6171,87.8371,88.0572,88.27717,88.7505,89.2239,89.6973,90.22557,90.22417,91.25051,92.14779,92.32106,
Ecuador,,,89.69709,88.361,87.0249,85.6888,84.3528,83.0167,81.68059,81.5659,81.4512,90.47011,90.22082,90.95168,92.21808,93.25386,93.25662,93.31453
Egypt,,,,,,,30.79796,57.81191,59.2379,60.6639,62.0898,63.51581,64.6362,65.75666,67.17986,,,
"El Salvador",,,,,,,,81.00382,79.66213,81.3595,81.81795,82.30802,83.01564,83.843,84.67035,85.4437,86.2171,
"Equatorial Guinea",,81.623,,,,,,,,,,,,,,,,
Eritrea,,,,40.22442,42.6539,45.0833,47.5127,49.9422,52.3716,54.80107,,,,,,,,
Estonia,,99.76006,99.7736,99.7872,99.8008,99.8144,99.828,99.8416,99.8551,99.8687,99.8823,99.8959,99.90948,,,,,
Ethiopia,,,,,,22.8,17.9772,23.4494,28.92164,,,,,,,,,
Gabon,,,,,,,,,,,,,,79.87897,,,,
Gambia,,25.06155,25.7165,26.3714,27.0263,27.6812,28.3361,28.991,29.6459,30.3008,30.9557,31.6106,32.2655,32.9204,33.57535,,,
Georgia,,,,99.55285,99.5497,99.5465,99.5433,99.5401,99.5369,99.5337,99.5305,99.5273,99.5241,99.521,99.5178,99.51458,,
Ghana,,49.79196,51.3422,52.8925,54.4428,55.9931,57.5433,59.0936,60.6439,62.1941,63.7444,65.29469,,,,,,
Greece,,,94.23941,93.3709,92.5024,91.6339,90.76541,91.2889,91.81247,91.83,91.84761,94.0381,96.22849,,,,,
Greenland,,,,,,,,,,,,,,,,,100,
Guatemala,,,,63.34138,64.25,65.1587,66.0674,66.976,67.8847,68.7934,69.702,70.6107,71.5194,72.42804,72.12759,76.37066,,
Guinea,,,,,18.23868,17.3749,16.511,15.6472,14.7834,13.9196,13.0558,12.19195,14.6345,17.0771,19.5197,21.96228,,
"Guinea Bissau",,27.49421,27.7281,27.962,28.1958,28.4297,28.6636,28.8975,29.1314,29.3652,29.5991,29.833,30.0669,30.3008,30.5346,30.76851,,
Guyana,,,,,,,,,,,87.25198,86.8085,86.365,85.9216,85.4781,85.03461,,
Haiti,,,,,54.86147,51.4408,48.0201,44.59945,,,,,,,,,,
Honduras,,,80.2236,80.7618,81.3,81.8382,82.3764,82.9146,83.45277,83.8769,84.3009,84.72503,84.93027,85.05148,85.28473,87.02599,87.8937,88.93486
India,,,47.8421,48.4384,49.0348,49.6311,50.2274,50.82376,52.5145,54.2052,55.8959,57.5866,59.27732,,,,,
Indonesia,,,,,,86.79959,87.7933,88.78698,88.9442,89.10139,89.67712,89.8729,90.0687,91.1961,92.3235,93.4509,93.33571,93.58692
Iran,,,,70.4,72.5342,74.6684,76.80264,77.24002,77.4674,77.69472,77.8751,78.0555,78.2359,78.41627,79.75584,79.83935,,
Iraq,,64.1695,62.153,60.1365,58.1201,56.1036,54.0871,52.0706,50.0541,48.0377,46.0212,44.0047,41.9882,39.9717,37.95525,,,
Italy,,,98.04215,98.0959,98.1496,98.2034,98.2571,98.3109,98.3646,98.4183,98.4721,98.5258,98.57957,,,,,
Jamaica,85.87208,,,,,,,,,,,,,,,,,
Jordan,,,,,84.71392,85.8599,87.00581,87.9546,88.90331,89.0048,89.1063,89.20774,93.93346,97.37201,,,,
Kazakhstan,99.2899,99.3293,99.3688,99.4082,99.4477,99.4871,99.5265,99.566,99.6054,99.6449,99.68429,99.73899,,,,,,
Kenya,,77.89298,76.3173,74.7416,73.1659,71.5902,70.0145,68.4388,66.86312,67.8836,68.904,69.9245,70.9449,71.9654,72.9859,74.00632,,
"North Korea",,,,,,,,,,99.99761,,,,,,,,
Kuwait,,,,,,,91.0425,90.82863,91.50349,91.77865,92.2298,92.68094,93.8231,94.96525,94.30116,94.3856,94.47005,
Kyrgyzstan,98.13063,98.2157,98.3007,98.3858,98.4709,98.5559,98.641,98.726,98.8111,98.8962,98.98121,,,,,,,
Laos,,58.4607,60.90252,61.4836,62.0648,62.6459,63.22699,60.9763,58.7257,56.475,54.2244,51.9737,49.72308,,,,,
Latvia,,99.70973,99.7277,99.7458,99.7638,99.7818,99.7998,99.8178,99.8359,99.8539,99.8719,99.8899,99.90792,,,,,
Lebanon,,,,,,,,,85.96778,87.0274,88.08706,,,,,,,
Lesotho,,92.04645,91.2595,90.4726,89.6856,88.8987,88.1117,87.3248,86.5378,85.7509,84.96396,84.9581,84.9523,84.9465,84.9407,84.93489,,
Liberia,,,,,,,,,27.03491,,,,,,,,,
Lithuania,,,99.64794,99.6665,99.685,99.7035,99.7221,99.7406,99.7591,99.7777,99.7962,99.8147,99.83324,,,,,
Macau,,,87.77497,88.3647,88.9544,89.5441,90.1339,90.72359,91.3253,91.9269,92.5286,93.1302,93.73191,93.992,94.2522,94.5123,94.7724,95.03257
"Macedonia (F.Y.R.O.M.)",,,,94.05607,,,,,,,,,,,,,,
Madagascar,,65.27857,64.8744,64.4703,64.0662,63.6621,63.2579,62.8538,62.4497,62.0455,61.64141,63.8554,66.0693,68.2833,,,,
Malawi,,,,,,,,,,,,51.25197,52.2217,53.1915,54.1612,55.13099,55.20411,
Malaysia,,85.35422,85.8936,86.4329,86.9723,87.5116,88.051,88.5903,89.1296,89.669,90.2083,90.74768,,,,,,
Maldives,,,,,,,,98.42985,98.4626,98.4953,98.528,98.5608,98.5935,98.6262,98.6589,98.69167,,
Mali,,,,,15.9,16.6636,17.4273,18.19091,18.7152,19.2394,19.7637,20.28793,24.63679,24.0265,23.4163,22.8061,22.19581,
Malta,,,,,,,93.50425,93.7185,93.9328,94.1471,94.3614,94.5757,94.79004,,,,,
"Marshall Islands",,,,,,,,,,,,,98.20298,,,,,
Mauritania,,43.41736,42.2647,41.112,39.9592,38.8065,37.6538,36.5011,35.34843,,,,,,,,,
Mauritius,,80.50003,81.0599,81.6197,82.1795,82.7393,83.2991,83.859,84.4188,84.9786,85.5384,86.0982,86.65807,88.97935,89.05094,90.28332,90.65402,
Mexico,,88.68204,88.7053,88.72863,89.1798,89.63102,90.21041,89.83451,91.35555,91.45361,92.11625,91.85342,92.33828,93.17924,92.90394,93.59134,93.4855,
Moldova,,95.4923,95.7783,96.0643,96.3503,96.6363,96.9223,97.2083,97.4943,97.7803,98.0663,98.3523,98.6383,98.92425,,,,
Mongolia,,97.5288,97.6096,97.6904,97.7711,97.8519,97.9327,98.0135,98.0943,98.1751,98.2558,98.33663,,,,,,
Montenegro,,,,,96.31887,96.4666,96.6143,96.762,96.9097,97.0574,97.2051,97.3528,97.50051,,,,,
Morocco,,,,,,39.61956,40.3616,41.1037,41.8458,42.58785,43.92108,50.7805,57.63999,59.13064,,,,
Mozambique,,,,,33.19396,33.737,34.2801,34.8231,35.3662,35.9092,36.45228,,,,,,,
"Burma (Myanmar)",,86.41518,85.5047,84.5942,83.6836,82.7731,81.8626,80.9521,80.0416,79.1311,78.2206,77.3101,76.3995,75.489,74.5785,73.668,72.7575,71.84699
Namibia,,,83.54032,82.6754,81.8105,80.9457,80.0808,79.2159,78.35098,80.751,83.151,85.551,87.95106,,,,,
Nepal,,,34.88676,36.2818,37.6769,39.072,40.4671,41.8622,43.2573,44.6523,46.0474,47.4425,48.83759,,,,,
Nicaragua,,,76.60166,76.9303,77.2589,77.5874,77.91604,,,,,,,,,,,
Niger,,,9.39935,10.8205,12.2417,13.6629,15.08414,14.2064,13.3286,12.4508,11.5731,10.6953,9.8175,8.93974,,,,
Nigeria,,,,,43.32205,42.935,42.5479,42.1609,41.7738,41.38676,,,,,,,,
Oman,,,,,73.53171,74.9998,76.4679,77.936,79.4042,80.87226,81.3377,81.80323,83.5841,85.365,87.1458,88.9267,86.03721,
Pakistan,,,,,,,35.36752,39.61323,39.8472,40.08118,40.31462,41.01553,41.97539,43.07189,41.97494,44.28342,,
Palau,,,,,,,,,,,,,,,99.52794,97.934,96.34015,
Panama,,91.24718,91.471,91.6948,91.9186,92.1424,92.3662,92.59,92.8138,93.0376,93.2615,93.48526,,,,,,
"Papua New Guinea",,50.91774,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,93.45327,92.49443,93.14401,92.92574,93.1279,93.3301,93.5323,93.73455,94.34246,
Peru,,,,,,82.06262,82.45437,83.45487,84.64688,85.8513,87.0557,88.2601,89.4644,90.66883,90.559,90.44918,91.24653,91.18853
Philippines,,92.65491,92.9581,93.2613,93.56453,94.0168,94.469,94.9212,95.3734,95.82563,96.018,96.2103,96.4027,96.595,96.78736,,,
Portugal,,,,,,,,,,,,,92.86077,,,,,
"Puerto Rico",,,,,,,,,,,,92.53015,,,,,,
Qatar,,,,,,88.60922,89.2182,89.8272,90.43612,92.66382,92.91018,95.40186,95.5633,95.77408,97.07314,97.55827,,
Romania,,,,96.26632,96.4818,96.6972,96.9126,97.128,97.3435,97.5589,97.7743,97.9898,98.20521,,,,,
Russia,,,,99.22836,99.2808,99.3332,99.3856,99.4381,99.4905,99.5429,99.5954,99.64778,,,,,,
Rwanda,,59.75034,59.9302,60.11,60.2898,60.4696,60.6495,60.8293,61.0091,61.189,61.3688,61.54861,63.1066,64.66449,,,,
Samoa,,,,,,,,,,,,,99.06953,,,,,
"Saint Thomas and Principe",,,77.94923,75.3969,72.8446,70.2923,67.74,65.1877,62.6353,60.08303,66.4227,72.7624,79.102,85.4417,,,,
"Saudi Arabia",,69.29119,71.0522,72.8132,74.5742,76.33516,78.0056,79.6761,81.3465,83.017,84.6874,86.3579,88.0283,89.6988,91.36925,,,
Senegal,,,,29.24734,30.1824,31.1175,32.0525,32.98758,34.8805,36.7734,38.66625,39.5456,40.42492,37.0108,33.5966,,,
Serbia,,,,,,,,,,,,,96.74911,97.0449,97.3408,97.6366,97.9324,98.22828
Seychelles,,,,92.25898,92.5327,92.8065,93.0802,93.354,93.6277,93.9015,94.1752,94.44898,,,,,,
"Sierra Leone",,,,,,24.15893,24.2365,24.314,24.3915,24.469,24.5466,24.6241,24.7016,24.7792,24.85668,,,
Singapore,,88.64518,89.1581,89.6711,90.1841,90.697,91.21,91.723,92.2359,92.7489,93.2618,93.77481,94.0684,94.35959,94.64199,94.91132,95.19065,95.44789
"Solomon Islands",69,,,,,,,,,,,,,,,,,
"South Africa",,,,,,,,,87.0431,89.4056,91.76816,91.71399,92.04789,92.58625,92.8297,93.07306,93.40803,
"South Sudan",,,,,,,,,,19.18638,,,,,,,,
Spain,,,,,,96.23088,96.92515,97.0927,97.26032,96.88684,96.92597,97.0045,97.06557,97.21804,97.44054,97.48735,97.54713,97.69536
"Sri Lanka",,,89.13576,89.1269,89.118,89.1091,89.1002,89.09135,89.0824,89.07347,89.5161,89.95868,,,,,,
Sudan,,52.1464,51.4656,50.7847,50.1039,49.423,48.7422,48.0613,47.3805,46.69963,,,,,,,,
Suriname,,,,,,87.19744,88.8394,90.4814,92.1234,93.76537,93.8845,94.00354,92.5007,90.99791,,,,
Swaziland,,80.32875,80.5406,80.7525,80.9644,81.1763,81.3882,81.6,81.8119,82.0238,82.2357,82.44755,,,,,,
Syria,,,,74.24044,73.9335,73.62656,,,,,,,,,,,,
Tajikistan,,99.22123,,,,,,,,,,,,,,,,
Tanzania,,,,62.17232,61.9949,61.8174,61.6399,61.4625,61.285,61.1075,60.9301,60.75262,67.0499,73.34718,73.2627,73.1783,73.09383,
Thailand,,90.51602,90.7187,90.9214,91.1242,91.3269,91.52957,92.5091,93.4886,94.4681,95.4476,96.42705,95.0344,93.6418,92.24916,91.7205,91.19193,
"Timor Leste",,,30,32.0833,34.1667,36.25,38.3333,40.4167,42.5,45.9863,49.4727,52.959,,,,,,
Togo,,38.45329,39.4405,40.4277,41.415,42.4022,43.3894,44.37663,44.1201,43.8635,43.6069,45.7921,47.97739,48.7935,49.6096,50.4257,51.24178,
Tonga,,,,,,,,99.08251,99.1529,99.2232,99.2935,99.3639,99.43422,,,,,
Tunisia,,,,,,65.34786,66.4017,67.4555,68.50938,70.96418,71.0262,71.08821,71.7296,72.16065,72.1922,72.22377,,
Turkey,,,,,,79.58169,80.54895,80.38516,81.26383,83.3055,85.34716,88.07317,90.3101,91.60452,92.13808,92.40182,92.64581,
Uganda,,,,58.90988,59.7022,60.4944,61.2867,62.07897,62.7071,63.3352,63.9633,64.59145,63.2809,61.97043,,,,
Ukraine,,,99.17157,99.2431,99.3146,99.3861,99.4576,99.5291,99.6006,99.6722,99.7437,99.8152,99.8867,99.9582,,,,
"United Arab Emirates",,,,,,,91.47475,,,,,,,,,,,
Uruguay,,,,,,,,98.08436,98.24193,98.46366,98.53372,98.49095,98.61908,98.66055,98.63643,98.80905,98.86746,
Uzbekistan,,98.13858,98.2814,98.4243,98.5672,98.7101,98.8529,98.9958,99.1387,99.2815,99.4244,99.5673,99.7101,99.853,99.99587,99.97599,99.97577,
Venezuela,,,92.71598,93.0849,93.4539,93.8228,94.1918,94.5607,94.92964,95.14,95.3504,95.1896,95.02888,95.4117,95.7945,96.1773,96.56007,97.21371
Vietnam,86.92008,86.61011,87.14,87.6699,88.1998,88.7297,89.2595,89.7894,90.3193,90.8492,91.37909,,,,,,,
"West Bank and Gaza",,,,,,87.95174,88.8544,89.757,90.46518,90.09906,91.70453,92.1728,92.61618,93.56538,94.12609,94.40729,94.85377,95.20791
Zambia,59.80285,60.4817,61.1605,61.83928,59.8288,57.8184,55.8079,53.7974,51.78697,60.4402,69.0934,77.74664,,,,,,
Zimbabwe,,,,,,,,,,,,,80.06566,82.8051,85.5444,88.28383,,
