Country,2009,2010,2011,2012,2013,2014,2015,2016,2017
Zimbabwe,98,..,98,..,98,..,98,..,..
Zambia,84,..,84,..,84,..,84,..,..
Yemen,70,..,70,..,70,..,70,..,..
"West Bank and Gaza",70,..,70,..,70,..,70,..,..
"Virgin Islands (U.S.)",..,..,..,..,..,..,..,..,..
Vietnam,120,..,120,..,180,..,180,..,..
Venezuela,126,..,126,..,182,..,182,..,..
Vanuatu,..,..,..,..,..,..,84,..,..
Uzbekistan,126,..,126,..,126,..,126,..,..
Uruguay,84,..,84,..,84,..,98,..,..
"United States",..,..,..,..,..,..,..,..,..
"United Kingdom",273,..,273,..,273,..,14,..,..
"United Arab Emirates",45,..,45,..,45,..,45,..,..
Ukraine,126,..,126,..,126,..,126,..,..
Uganda,84,..,84,..,84,..,84,..,..
Tuvalu,..,..,..,..,..,..,..,..,..
"Turks and Caicos",..,..,..,..,..,..,..,..,..
Turkmenistan,..,..,..,..,..,..,..,..,..
Turkey,112,..,112,..,112,..,112,..,..
Tunisia,30,..,30,..,30,..,30,..,..
"Trinidad and Tobago",..,..,..,..,..,..,98,..,..
Tonga,,..,,..,,..,,..,..
Togo,98,..,98,..,98,..,98,..,..
"Timor Leste",..,..,..,..,..,..,84,..,..
Thailand,90,..,90,..,90,..,90,..,..
Tanzania,84,..,84,..,84,..,84,..,..
Tajikistan,140,..,140,..,140,..,140,..,..
Syria,60,..,120,..,120,..,120,..,..
Switzerland,98,..,98,..,98,..,98,..,..
Sweden,..,..,..,..,..,..,..,..,..
Swaziland,..,..,..,..,..,..,14,..,..
Suriname,,..,,..,,..,,..,..
Sudan,56,..,56,..,56,..,56,..,..
"Saint Vincent and Grenadines",..,..,..,..,..,..,91,..,..
"Saint Martin (France)",..,..,..,..,..,..,..,..,..
"Saint Lucia",..,..,..,..,..,..,91,..,..
"Saint Kitts and Nevis",..,..,..,..,..,..,91,..,..
"Sri Lanka",84,..,84,..,84,..,84,..,..
Spain,112,..,112,..,112,..,112,..,..
"South Sudan",..,..,..,..,..,..,56,..,..
"South Africa",120,..,120,..,120,..,120,..,..
Somalia,..,..,..,..,..,..,..,..,..
"Solomon Islands",..,..,..,..,..,..,84,..,..
Slovenia,105,..,105,..,105,..,105,..,..
Slovakia,238,..,238,..,238,..,238,..,..
"Saint Martin (Netherlands)",..,..,..,..,..,..,..,..,..
Singapore,112,..,112,..,112,..,105,..,..
"Sierra Leone",..,..,84,..,84,..,84,..,..
Seychelles,..,..,..,..,..,..,98,..,..
Serbia,135,..,135,..,135,..,135,..,..
Senegal,98,..,98,..,98,..,98,..,..
"Saudi Arabia",70,..,70,..,70,..,70,..,..
"Saint Thomas and Principe",..,..,..,..,..,..,90,..,..
"San Marino",..,..,..,..,..,..,150,..,..
Samoa,..,..,..,..,..,..,28,..,..
Rwanda,84,..,84,..,84,..,84,..,..
Russia,140,..,140,..,140,..,140,..,..
Romania,126,..,126,..,126,..,126,..,..
Qatar,..,..,..,..,..,..,50,..,..
"Puerto Rico",56,..,56,..,56,..,56,..,..
Portugal,..,..,..,..,..,..,..,..,..
Poland,112,..,140,..,182,..,182,..,..
Philippines,60,..,60,..,60,..,60,..,..
Peru,90,..,90,..,90,..,90,..,..
Paraguay,63,..,63,..,63,..,63,..,..
"Papua New Guinea",,..,,..,,..,,..,..
Panama,98,..,98,..,98,..,98,..,..
Palau,..,..,..,..,..,..,..,..,..
Pakistan,84,..,84,..,84,..,84,..,..
Oman,42,..,42,..,50,..,50,..,..
Norway,..,..,..,..,..,..,..,..,..
"Northern Mariana Islands",..,..,..,..,..,..,..,..,..
Nigeria,84,..,84,..,84,..,84,..,..
Niger,98,..,98,..,98,..,98,..,..
Nicaragua,84,..,84,..,84,..,84,..,..
"New Zealand",98,..,98,..,98,..,112,..,..
"New Caledonia",..,..,..,..,..,..,..,..,..
Netherlands,112,..,112,..,112,..,112,..,..
Nepal,52,..,52,..,52,..,52,..,..
Nauru,..,..,..,..,..,..,..,..,..
Namibia,84,..,84,..,84,..,84,..,..
"Burma (Myanmar)",..,..,..,..,..,..,98,..,..
Mozambique,60,..,60,..,60,..,60,..,..
Morocco,98,..,98,..,98,..,98,..,..
Montenegro,365,..,365,..,45,..,45,..,..
Mongolia,120,..,120,..,120,..,120,..,..
Monaco,..,..,..,..,..,..,..,..,..
Moldova,126,..,126,..,126,..,126,..,..
Micronesia,..,..,..,..,..,..,..,..,..
Mexico,84,..,84,..,84,..,84,..,..
Mauritius,84,..,84,..,84,..,84,..,..
Mauritania,98,..,98,..,98,..,98,..,..
"Marshall Islands",..,..,..,..,..,..,..,..,..
Malta,..,..,..,..,..,..,126,..,..
Mali,98,..,98,..,98,..,98,..,..
Maldives,..,..,..,..,..,..,60,..,..
Malaysia,60,..,60,..,60,..,60,..,..
Malawi,56,..,56,..,56,..,56,..,..
Madagascar,98,..,98,..,98,..,98,..,..
"Macedonia (F.Y.R.O.M.)",270,..,270,..,270,..,270,..,..
Macau,..,..,..,..,..,..,..,..,..
Luxembourg,..,..,..,..,..,..,112,..,..
Lithuania,126,..,126,..,126,..,126,..,..
Liechtenstein,..,..,..,..,..,..,..,..,..
Libya,..,..,..,..,..,..,98,..,..
Liberia,90,..,90,..,90,..,90,..,..
Lesotho,84,..,84,..,84,..,84,..,..
Lebanon,49,..,49,..,49,..,70,..,..
Latvia,112,..,112,..,112,..,112,..,..
Laos,90,..,90,..,90,..,105,..,..
Kyrgyzstan,126,..,126,..,126,..,126,..,..
Kuwait,70,..,70,..,70,..,70,..,..
Kosovo,270,..,270,..,270,..,270,..,..
"South Korea",90,..,90,..,90,..,90,..,..
Kiribati,..,..,..,..,..,..,84,..,..
Kenya,90,..,90,..,90,..,90,..,..
Kazakhstan,126,..,126,..,126,..,126,..,..
Jordan,70,..,70,..,70,..,70,..,..
Japan,98,..,98,..,98,..,98,..,..
Jamaica,56,..,56,..,56,..,56,..,..
Italy,150,..,150,..,150,..,150,..,..
Israel,98,..,98,..,98,..,98,..,..
"Isle of Man",..,..,..,..,..,..,..,..,..
Ireland,182,..,182,..,182,..,182,..,..
Iraq,..,..,..,..,..,..,72,..,..
Iran,180,..,180,..,180,..,270,..,..
Indonesia,90,..,90,..,90,..,90,..,..
India,84,..,84,..,84,..,84,..,..
Iceland,90,..,90,..,90,..,90,..,..
Hungary,168,..,168,..,168,..,168,..,..
"Hong Kong",70,..,70,..,70,..,70,..,..
Honduras,84,..,84,..,84,..,84,..,..
Haiti,..,..,..,..,42,..,42,..,..
Guyana,..,..,..,..,..,..,91,..,..
"Guinea Bissau",..,..,..,..,..,..,60,..,..
Guinea,98,..,98,..,98,..,98,..,..
Guatemala,84,..,84,..,84,..,84,..,..
Guam,..,..,..,..,..,..,..,..,..
Grenada,..,..,..,..,..,..,90,..,..
Greenland,..,..,..,..,..,..,..,..,..
Greece,119,..,119,..,119,..,119,..,..
Gibraltar,..,..,..,..,..,..,..,..,..
Ghana,84,..,84,..,84,..,84,..,..
Germany,98,..,98,..,98,..,98,..,..
Georgia,126,..,126,..,126,..,183,..,..
Gambia,..,..,..,..,..,..,180,..,..
Gabon,98,..,98,..,98,..,98,..,..
"French Polynesia",..,..,..,..,..,..,..,..,..
France,112,..,112,..,112,..,112,..,..
Finland,147,..,147,..,147,..,147,..,..
Fiji,84,..,84,..,84,..,84,..,..
"Faroe Islands",..,..,..,..,..,..,..,..,..
Ethiopia,90,..,90,..,90,..,90,..,..
Estonia,140,..,140,..,140,..,140,..,..
Eritrea,..,..,..,..,..,..,60,..,..
"Equatorial Guinea",..,..,..,..,..,..,84,..,..
"El Salvador",84,..,84,..,84,..,84,..,..
Egypt,90,..,90,..,90,..,90,..,..
Ecuador,84,..,84,..,84,..,84,..,..
"Dominican Republic",84,..,84,..,84,..,84,..,..
Dominica,..,..,..,..,..,..,84,..,..
Djibouti,..,..,..,..,..,..,98,..,..
Denmark,126,..,126,..,126,..,126,..,..
"Czech Republic",196,..,196,..,196,..,196,..,..
Cyprus,..,..,..,..,..,..,126,..,..
Curacao,..,..,..,..,..,..,..,..,..
Cuba,..,..,..,..,..,..,..,..,..
Croatia,208,..,208,..,208,..,208,..,..
"Ivory Coast",98,..,98,..,98,..,98,..,..
"Costa Rica",120,..,120,..,120,..,120,..,..
"Congo (Brazzaville)",105,..,105,..,105,..,105,..,..
"Congo (Kinshasa)",98,..,98,..,98,..,98,..,..
Comoros,..,..,..,..,..,..,98,..,..
Colombia,84,..,84,..,98,..,98,..,..
China,120,..,120,..,128,..,128,..,..
Chile,126,..,126,..,126,..,126,..,..
"Channel Islands",..,..,..,..,..,..,..,..,..
Chad,98,..,98,..,98,..,98,..,..
"Central African Republic",..,..,..,..,..,..,98,..,..
"Cayman Islands",..,..,..,..,..,..,..,..,..
Canada,105,..,105,..,105,..,105,..,..
Cameroon,98,..,98,..,98,..,98,..,..
Cambodia,90,..,90,..,90,..,90,..,..
"Cape Verde",..,..,..,..,..,..,60,..,..
Burundi,84,..,84,..,84,..,84,..,..
"Burkina Faso",98,..,98,..,98,..,98,..,..
Bulgaria,135,..,410,..,410,..,410,..,..
Brunei,..,..,..,..,..,..,91,..,..
"British Virgin Islands",..,..,..,..,..,..,..,..,..
Brazil,120,..,120,..,120,..,120,..,..
Botswana,84,..,84,..,84,..,84,..,..
"Bosnia and Herzegovina",365,..,365,..,365,..,365,..,..
Bolivia,90,..,90,..,90,..,90,..,..
Bhutan,..,..,..,..,..,..,56,..,..
Bermuda,..,..,..,..,..,..,..,..,..
Benin,98,..,98,..,98,..,98,..,..
Belize,..,..,..,..,..,..,98,..,..
Belgium,105,..,105,..,105,..,105,..,..
Belarus,126,..,126,..,126,..,126,..,..
Barbados,..,..,..,..,..,..,84,..,..
Bangladesh,112,..,112,..,112,..,112,..,..
Bahrain,..,..,..,..,..,..,60,..,..
Bahamas,..,..,..,..,..,..,91,..,..
Azerbaijan,126,..,126,..,126,..,126,..,..
Austria,112,..,112,..,112,..,112,..,..
Australia,..,..,..,..,..,..,..,..,..
Aruba,..,..,..,..,..,..,..,..,..
Armenia,140,..,140,..,140,..,140,..,..
Argentina,90,..,90,..,90,..,90,..,..
"Antigua and Barbuda",..,..,..,..,..,..,91,..,..
Angola,90,..,90,..,90,..,90,..,..
Andorra,..,..,..,..,..,..,..,..,..
"American Samoa",..,..,..,..,..,..,..,..,..
Algeria,98,..,98,..,98,..,98,..,..
Albania,365,..,365,..,365,..,365,..,..
Afghanistan,..,..,..,..,..,..,90,..,..
