Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,39.22,38.94,38.66,38.38,38.1,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,57.9737,56.6474,55.3211,53.9947,52.6684,51.3421,50.0158,48.6895,47.3632,46.0368,44.7105,43.3842,42.0579,40.7316,39.4053,38.0789,36.7526,35.4263,34.1,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,35.32,32.44,29.56,26.68,23.8,23.75,23.7,23.65,23.6,22.025,20.45,18.875,17.3,15.725,14.15,12.575,11,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,17,17.1,17.2,17.3,17.4,17.92,18.44,18.96,19.48,20,17.9667,15.9333,13.9,11.8667,9.8333,7.8,,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,23.9333,24.0667,24.2,24.3333,24.4667,24.6,23.5857,22.5714,21.5571,20.5429,19.5286,18.5143,17.5,,,,,,
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,60.49,59.68,58.87,58.06,57.25,56.44,55.63,54.82,54.01,53.2,53.0667,52.9333,52.8,52.6667,52.5333,52.4,,,
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,34.1538,34.0077,33.8615,33.7154,33.5692,33.4231,33.2769,33.1308,32.9846,32.8385,32.6923,32.5462,32.4,31.575,30.75,29.925,29.1,
"Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,36.4,36.8,37.2,37.6,38,38.4,38.8,39.3,39.8,40.3,40.8,39.3333,37.8667,36.4,35.425,34.45,33.475,32.5,30.8,28.7,27.4,26.1,24.55,23,19.4,22,
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,56.3,53.6,50.9,50.6,50.3,50,49.7,47.3667,45.0333,42.7,42.525,42.35,42.175,42,39.8333,37.6667,35.5,,,,,
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10.95,10.9,10.85,10.8,10.75,10.7,10.4,10.1,9.8,9.5,9.2,8.9,,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,20.16,20.12,20.08,20.04,20,18.425,16.85,15.275,13.7,,,,
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31.88,31.76,31.64,31.52,31.4,30.36,29.32,28.28,27.24,26.2,23.725,21.25,18.775,16.3,16.25,16.2,16.15,16.1,,,
Brazil,,,,,,,,,,,,,,,,,,,,18.5,17.4429,16.3857,15.3286,14.2714,13.2143,12.1571,11.1,10.6182,10.1364,9.6545,9.1727,8.6909,8.2091,7.7273,7.2455,6.7636,6.2818,5.8,,,,,,,,,,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,42.1,40.8,39.5,38.2,36.9,35.6,34.3,33,31.7,32.65,33.6,,,,,,,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,26.6429,26.5857,26.5286,26.4714,26.4143,26.3571,26.3,,,,,,,,,,,,
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,42,41.7,41.4,41.1,40.8,40.5,39.85,39.2,38.55,37.9,37.75,37.6,,,,,,,
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,31.5375,32.375,33.2125,34.05,34.8875,35.725,36.5625,37.4,35.7,34,32.3,30.6,28.9,27.2,25.375,23.55,21.725,19.9,,,
Cameroon,,,,,,,,,,,,,,,,,,,,,,29.1,29.5,29.9,30.3,30.7,31.1,31.5,31.9,32.3,32.7,33.1,33.5,33.9,34.3,34.4,34.5,33.64,32.78,31.92,31.06,30.2,30.0667,29.9333,29.8,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,41.6333,41.9667,42.3,42.6333,42.9667,43.3,42.0333,40.7667,39.5,39.7667,40.0333,40.3,,,,,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,28.2167,27.3333,26.45,25.5667,24.6833,23.8,22.5333,21.2667,20,,,,,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,17.2,17.2,17.2,17.2,17.2,16.5,15.8,15.1,14.4,13.9,13.4,12.9,12.4,11.9,11.4,11.3333,11.2667,11.2,11.1333,11.0667,11,,,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,45.8833,44.3667,42.85,41.3333,39.8167,38.3,36.7833,35.2667,33.75,32.2333,30.7167,29.2,,,,,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,26.91,27.62,28.33,29.04,29.75,30.46,31.17,31.88,32.59,33.3,,,,,,,
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,18.1,16.72,15.34,13.96,12.58,11.2,9.975,8.75,7.525,6.3,8.2,10.1,9.9,9.7,9.5,9.3,9.1,8.6,8.1,7.6,7.1,6.6,6.1,,,,,,
Algeria,,,,,,,,,,,,,,,,,,,,,,,22.7,22.6375,22.575,22.5125,22.45,22.3875,22.325,22.2625,22.2,22.2,22.2,20.2,18.2,16.2,14.2,13.6167,13.0333,12.45,11.8667,11.2833,10.7,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,26.82,26.94,27.06,27.18,27.3,25.65,24,24.1,24.2,24.3,24.4,24.5,24.6,23.2,21.8,,,,,
Egypt,,,,,,,,,,,,,,,,,,,,,,34.1,32.45,30.8,32,33.2,31.02,28.84,26.66,24.48,22.3,20.8333,19.3667,17.9,20.05,22.2,24.2667,26.3333,28.4,27.1333,25.8667,24.6,23.3333,22.0667,20.8,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,42.5875,43.875,45.1625,46.45,47.7375,49.025,50.3125,51.6,,,,,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,54.62,53.24,51.86,50.48,49.1,47.9833,46.8667,45.75,44.6333,43.5167,42.4,40.96,39.52,38.08,36.64,35.2,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,22.5833,21.8667,21.15,20.4333,19.7167,19,18.2833,17.5667,16.85,16.1333,15.4167,14.7,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,28.68,29.66,30.64,31.62,32.6,30.4,28.2,26,26.3,26.6,24.5,22.4,20.3,19.2,18.1,17,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,30.0833,31.3667,32.65,33.9333,35.2167,36.5,35.7167,34.9333,34.15,33.3667,32.5833,31.8,29.9,30,30.1,30.2,30.3,28.55,26.8,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,22.8667,23.6333,24.4,25.1667,25.9333,26.7,25.35,24,22.65,21.3,19.95,18.6,23.1,21,18.9,16.8,14.7,12.6,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,34.1667,36.7333,39.3,41.8667,44.4333,47,42.625,38.25,33.875,29.5,28.65,27.8,26.95,26.1,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,54,53.375,52.75,52.125,51.5,51,52.6,54.2,53.8286,53.4571,53.0857,52.7143,52.3429,51.9714,51.6,50.6833,49.7667,48.85,47.9333,47.0167,46.1,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,13.4667,14.2333,15,15.7667,16.5333,17.3,17.6667,18.0333,18.4,16.7,15,13.3,11.6,9.9,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,32.36,31.32,30.28,29.24,28.2,26.9667,25.7333,24.5,23.2667,22.0333,20.8,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,36.4,34.7,33,31.3,29.6,27.9,26.2,26.2167,26.2333,26.25,26.2667,26.2833,26.3,25.3333,24.3667,23.4,22.4333,21.4667,20.5,20.38,20.26,20.14,20.02,19.9,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,46.6556,45.5111,44.3667,43.2222,42.0778,40.9333,39.7889,38.6444,37.5,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,27.2,27,26.8,26.6,26.4,26.2,25.22,24.24,23.26,22.28,21.3,20.1143,18.9286,17.7429,16.5571,15.3714,14.1857,13,
Jamaica,,,,,,,,,,,,,,,,,,,,,,6.5,12.7,11.2,10.3,7.7,8.6,6.7,6.2,4.1,3.6,2.8,7.1,5.4,3.7,6.25,8.8,5.2,4.5,4.75,5,5.75,6.5,5.7,4.9,,,,,
Jordan,,,,,,,,,,,,,,,,,,,,,18.6,17.4143,16.2286,15.0429,13.8571,12.6714,11.4857,10.3,10.6,10.9,11.2,11.5,11.8,11.3286,10.8571,10.3857,9.9143,9.4429,8.9714,8.5,7.7333,6.9667,6.2,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,13.3857,13.9714,14.5571,15.1429,15.7286,16.3143,16.9,15.925,14.95,13.975,13,12.06,11.12,10.18,9.24,8.3,,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,36.5,38.9,38.6167,38.3333,38.05,37.7667,37.4833,37.2,35.5,33.8,32.1,34.15,36.2,35.2667,34.3333,33.4,31.5667,29.7333,27.9,26.0667,24.2333,22.4,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,17.15,16.8,16.45,16.1,15.75,15.4,13.7,12,11.725,11.45,11.175,10.9,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,46.82,45.14,43.46,41.78,40.1,39.2,38.3,37.4,37.75,38.1,36.55,35,33.45,31.9,,,,,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,46.3333,46.4667,46.6,46.7333,46.8667,47,46.12,45.24,44.36,43.48,42.6,40.325,38.05,35.775,33.5,32.8,32.1,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,40.8286,40.1571,39.4857,38.8143,38.1429,37.4714,36.8,36.5,36.2,35.9,33.6,31.3,29,28.6667,28.3333,28,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,48.725,46.45,44.175,41.9,40.56,39.22,37.88,36.54,35.2,33.78,32.36,30.94,29.52,28.1,29.25,30.4,31.55,32.7,
Morocco,,,,,,,,,,,,,,,,,,29.8,29.66,29.52,29.38,29.24,29.1,28.66,28.22,27.78,27.34,26.9,26.05,25.2,24.35,23.5,22.65,21.8,20.8125,19.825,18.8375,17.85,16.8625,15.875,14.8875,13.9,13.6833,13.4667,13.25,13.0333,12.8167,12.6,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,10.2571,9.7143,9.1714,8.6286,8.0857,7.5429,7,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,57.2,56.6917,56.1833,55.675,55.1667,54.6583,54.15,53.6417,53.1333,52.625,52.1167,51.6083,51.1,50.32,49.54,48.76,47.98,47.2,46.9,46.6,46.3,45,43.7,42.4,41.1,39.8,38.5,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,19.1875,18.575,17.9625,17.35,16.7375,16.125,15.5125,14.9,14.4333,13.9667,13.5,13.0333,12.5667,12.1,12,11.9,11.8,9.3,,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,8.3833,7.5667,6.75,5.9333,5.1167,4.3,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,40.02,38.84,37.66,36.48,35.3,32.875,30.45,28.025,25.6,26.04,26.48,26.92,27.36,27.8,27.1,26.4,25.7,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,40.4,41.2,42,40.8846,39.7692,38.6538,37.5385,36.4231,35.3077,34.1923,33.0769,31.9615,30.8462,29.7308,28.6154,27.5,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.6125,7.725,7.8375,7.95,8.0625,8.175,8.2875,8.4,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,27.6,27.1,26.6,26.1,25.6,23.4,21.2,19,16.8,14.6,13.2333,11.8667,10.5,8.8667,7.2333,5.6,6.7,7.8,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,45.85,44.5,43.7,42.9,42.1,41.3,40.5,40.6,40.7,40.8,40.1,39.4,38.7,38,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,52.6,51.17,49.74,48.31,46.88,45.45,44.02,42.59,41.16,39.73,38.3,37.1,35.9,34.7,33.5,32.3,31.1,29.9,20.5,23.0667,25.6333,28.2,20.5,22.4,24.3,26.2,24.1667,22.1333,20.1,
Malawi,,,,,,,,,,,,,,,,,,,,,,,53.1,54.2333,55.3667,56.5,57.6333,58.7667,59.9,56.3,52.7,54.1,55.5,52.75,50,50.45,50.9,49.05,47.2,45.35,43.5,42.4,41.3,40.2,39.1,35.6,35.3,35.95,36.6,
Namibia,,,,,,,,,,,,,,,,,,,,,,,32,31.5625,31.125,30.6875,30.25,29.8125,29.375,28.9375,28.5,28.2429,27.9857,27.7286,27.4714,27.2143,26.9571,26.7,25.65,24.6,23.55,22.5,21.45,20.4,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,42.9,43.9375,44.975,46.0125,47.05,48.0875,49.125,50.1625,51.2,51.4167,51.6333,51.85,52.0667,52.2833,52.5,49.9333,47.3667,44.8,42.2333,39.6667,37.1,40.6,39.9,39.85,39.8,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,47.7,47.0615,46.4231,45.7846,45.1462,44.5077,43.8692,43.2308,42.5923,41.9538,41.3154,40.6769,40.0385,39.4,38.95,38.5,38.05,37.6,38.5,37.3,36.1,34.9,34.9,34.9,31.7,30.4,41.4,37.75,34.1,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,27.9,28.08,28.26,28.44,28.62,28.8,26.9667,25.1333,23.3,23.04,22.78,22.52,22.26,22,21.0667,20.1333,19.2,18.2667,17.3333,16.4,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,55.8,54.2,52.6,51,49.4,47.42,45.44,43.46,41.48,39.5,39.2333,38.9667,38.7,37.25,35.8,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,40.7,40.8,40.9,41,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.8,40.86,39.92,38.98,38.04,37.1,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,16.2667,17.4333,18.6,19.7667,20.9333,22.1,21.4,20.7,20,19.3,18.6,,,,,,,,,,,
Peru,,,,,,,,,,,,,,,,,,,,,,35.5,34.46,33.42,32.38,31.34,30.3,30.25,30.2,30.15,30.1,29.2,28.3,27.4,26.5,25.6,25.8,26,24.45,22.9,21.5,19,17.9,16.6,13.7,13.7,12.2,12,11.9,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,30.55,28.9,30.5,32.1,,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,,,,,,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,16.3,16.0182,15.7364,15.4545,15.1727,14.8909,14.6091,14.3273,14.0455,13.7636,13.4818,13.2,12.9182,12.6364,12.3545,12.0727,11.7909,11.5091,11.2273,10.9455,10.6636,10.3818,10.1,8.675,7.25,5.825,4.4,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,11.6,12.6,11.95,11.3,10.65,10,9.15,8.3,7.45,6.6,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,54.1,53.0125,51.925,50.8375,49.75,48.6625,47.575,46.4875,45.4,46.34,47.28,48.22,49.16,50.1,48.3,46.5,44.7,42.9,41.1,41.1,41.1,38.4,35.7,33,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,32.875,33.95,35.025,36.1,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,27.3,26.6571,26.0143,25.3714,24.7286,24.0857,23.4429,22.8,22.02,21.24,20.46,19.68,18.9,19.9333,20.9667,22,23.0333,24.0667,25.1,21,16.9,17.1,18.6,14.7,15,15.95,16.9
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,,,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,34.08,36.26,38.44,40.62,42.8,40.3,37.8,35.3,38.5,41.7,40.1,38.5,36.9,34.075,31.25,28.425,25.6,,
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,30.3,30.48,30.66,30.84,31.02,31.2,29.66,28.12,26.58,25.04,23.5,22.78,22.06,21.34,20.62,19.9,18.5833,17.2667,15.95,14.6333,13.3167,12,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,35.0333,28.8667,22.7,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7.84,7.68,7.52,7.36,7.2,6.675,6.15,5.625,5.1,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31.8875,31.775,31.6625,31.55,31.4375,31.325,31.2125,31.1,28.25,25.4,22.55,19.7,16.85,14,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10.8,10.6,10.4,10.2,10,9.8,9.25,8.7,8.15,7.6,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,32.6333,31.2667,29.9,28.5333,27.1667,25.8,26.375,26.95,27.525,28.1,26.525,24.95,23.375,21.8,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,31.2,30.8846,30.5692,30.2538,29.9385,29.6231,29.3077,28.9923,28.6769,28.3615,28.0462,27.7308,27.4154,27.1,27.025,26.95,26.875,26.8,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,40.8,38.9,37,38.675,40.35,42.025,43.7,42.6,41.5,40.4,39.3,38.2,37.1,37.4,37.7,38,38.3,38.6,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,27.525,27.65,27.775,27.9,25.4,22.9,24.9,26.9,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,15.1333,15.3667,15.6,15.8333,16.0667,16.3,14.575,12.85,11.125,9.4,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,34.25,37.8,32.25,26.7,26.9,27.1,27.3,25.15,23,20.85,18.7,17.2,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,16.2889,15.6778,15.0667,14.4556,13.8444,13.2333,12.6222,12.0111,11.4,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,56.5,55.6,53.825,52.05,50.275,48.5,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.8545,4.1091,4.3636,4.6182,4.8727,5.1273,5.3818,5.6364,5.8909,6.1455,6.4,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.8,8.8,8.8,8.8,8.8,8.8,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,22.4,21.56,20.72,19.88,19.04,18.2,17.9,17.6,17.3,17,16.7,16.4,15.5,14.6,13.7,12.8,11.98,11.16,10.34,9.52,8.7,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,47.2,47.06,46.92,46.78,46.64,46.5,46.2333,45.9667,45.7,44.94,44.18,43.42,42.66,41.9,41.68,41.46,41.24,41.02,40.8,38.6,34.3,34.4,34.5,33.35,32.2,,,,
Uganda,,,,,,,,,,,,,,,,,,,43.8,43.675,43.55,43.425,43.3,43.175,43.05,42.925,42.8,42.675,42.55,42.425,42.3,41.2167,40.1333,39.05,37.9667,36.8833,35.8,35.1,34.4,33.7,31.7,29.7,32.2,31.85,31.5,29.2,26.9,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,23.225,22.05,20.875,19.7,18.8273,17.9545,17.0818,16.2091,15.3364,14.4636,13.5909,12.7182,11.8455,10.9727,10.1,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,61.3,58.6143,55.9286,53.2429,50.5571,47.8714,45.1857,42.5,40.41,38.32,36.23,34.14,32.05,29.96,27.87,25.78,23.69,21.6,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,20.8333,21.5667,22.3,23.0333,23.7667,24.5,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,54.6,54.4167,54.2333,54.05,53.8667,53.6833,53.5,54.0833,54.6667,55.25,55.8333,56.4167,57,56.35,55.7,54.4,53.1,51.8,50.5,49.2,47.9,46.6,45.3,,,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,26.8,27.15,27.5,27.85,28.2,28.55,28.9,29.25,29.6,29.95,30.3,28.55,26.8,25.05,23.3,23.7,24.1,24.5,24.9,24.925,24.95,24.975,25,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,43.1,44.1,45.1,46.1,47.1,51,54.9,58.8,56.1333,53.4667,50.8,49.22,47.64,46.06,44.48,42.9,42.0333,41.1667,40.3,39.4333,38.5667,37.7,36.36,35.02,33.68,32.34,31,
Zimbabwe,,,,,,,,,,,,,,,,,,,28.8,29.0818,29.3636,29.6455,29.9273,30.2091,30.4909,30.7727,31.0545,31.3364,31.6182,31.9,31.9667,32.0333,32.1,32.1667,32.2333,32.3,32.325,32.35,32.375,32.4,28.5,27.4,26.3,25.2,24.1,24.2,23.25,22.3,21.35,20.4
